"SEXEQ" "AGER" "FAMIQ" "RELAT" "PCSPQ" "IMPNBS" "REJETS" "OPGNB" "MOYRV" "TAVEP" "ENDET" "GAGET" "GAGEC" "GAGEM" "KVUNB" "QSMOY" "QCRED" "DMVTP" "BOPPN" "FACAN" "LGAGT" "VIENB" "VIEMT" "UEMNB" "UEMMTS" "XLGNB" "XLGMT" "YLVNB" "YLVMT" "NBELTS" "MTELTS" "NBCATS" "MTCATS" "NBBECS" "MTBECS" "ROCNB" "NTCAS" "NPTAG" "ITAVC" "HAVEF" "JNBJD" "CARVP"
"648247" "Sfem" 36 "Fmar" 55 "Psan" 0 0 3 10 17660 0 0 0 0 1 6277 10 13 14 24500 0 0 0 4 17660 2 2201 2 15459 0 0 0 0 0 0 0 1 0 25317 0 0 "Coui"
"741266" "Shom" 52 "Fmar" 277 "Pint" 0 0 3 39 721486 43 276238 0 0 1 5150 21 13 45 0 276238 0 0 4 721486 2 314252 1 90553 1 316681 0 0 0 0 3 2 0 1222651 493616 0 "Coui"
"744200" "Shom" 49 "Fmar" 210 "Pint" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 "Coui"
"856548" "Shom" 42 "Fmar" 92 "Pint" 0 0 1 10 332105 0 0 0 0 1 8232 10 13 7 0 0 0 0 2 332105 1 312478 1 19627 0 0 0 0 0 0 0 1 0 342452 0 0 "Coui"
"942252" "Shom" 56 "Fmar" 234 "Pcad" 0 0 2 31 70052 22 102290 0 102290 2 26196 31 13 57 0 0 1 44439 2 70052 0 0 2 70052 0 0 0 0 0 0 10 3 0 141643 44439 0 "Coui"
"1160038" "Shom" 56 "Fmar" 213 "Pint" 0 0 1 22 17646 0 0 0 0 1 5823 22 13 50 124930 0 0 0 1 17646 0 0 1 17646 0 0 0 0 0 0 15 2 0 22570 0 0 "Coui"
"1483553" "Shom" 47 "Finc" 46 "Pcad" 0 0 0 42 100 6 154994 25217 129777 2 -14536 42 13 84 0 0 0 0 1 100 0 0 1 100 0 0 0 0 0 0 32 2 0 255 0 134 "Coui"
"1541664" "Shom" 53 "Fmar" 842 "Pcad" 0 0 9 99 45692 9 327061 0 192856 2 20841 96 13 111 268006 134205 0 0 2 45692 2 45692 0 0 0 0 0 0 0 0 16 3 0 119058 0 41 "Coui"
"1746629" "Shom" 52 "Fsep" 106 "Part" 0 0 5 21 0 10 127730 0 127730 1 -808 21 13 13 158236 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 4780 0 46 "Coui"
"1963266" "Shom" 29 "Fcel" 135 "Pint" 0 0 0 26 305259 13 249652 0 0 1 6863 25 13 30 0 249652 1 32721 4 305259 2 190975 2 114284 0 0 0 0 0 0 6 2 0 386834 73770 0 "Coui"
"2645927" "Sfem" 52 "Fmar" 171 "Pint" 0 0 2 21 258233 0 0 0 0 1 7029 18 13 34 217600 0 0 0 4 258233 2 245033 2 13200 0 0 0 0 0 0 5 2 0 270244 7624 0 "Coui"
"2647279" "Shom" 25 "Fcel" 86 "Psan" 0 0 3 10 41677 0 0 0 0 1 42549 10 13 24 143500 0 0 0 2 41677 1 41318 1 359 0 0 0 0 0 0 14 3 1 87929 4230 0 "Coui"
"3341662" "Shom" 47 "Fmar" 267 "Part" 0 0 11 351 134 3 360884 46024 45899 0 0 0 0 0 0 268961 0 0 1 134 0 0 1 134 0 0 0 0 0 0 0 1 0 71689 500 0 "Coui"
"3345708" "Sfem" 65 "Fdiv" 166 "Psan" 0 0 2 20 0 0 0 0 0 1 9200 20 13 38 92000 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 2 0 25021 0 0 "Coui"
"4110356" "Shom" 64 "Fmar" 127 "Pret" 0 0 5 45 247969 0 0 0 0 1 18634 45 13 61 238743 0 4 375101 4 247969 2 138056 2 109913 0 0 0 0 0 0 14 2 0 944260 671257 0 "Coui"
"5001267" "Shom" 39 "Fcel" 35 "Pcad" 0 0 0 2 0 5 4e+05 0 4e+05 1 413 2 14 6 21900 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 110 0 0 "Coui"
"5016081" "Shom" 32 "Fcel" 29 "Pemp" 0 0 5 16 551833 9 147689 0 0 1 11304 16 13 38 0 147689 0 0 4 551833 2 181639 2 370194 0 0 0 0 0 0 0 2 1 562050 0 0 "Coui"
"5017772" "Shom" 36 "Fcel" 28 "Pcad" 0 0 0 17 209620 0 0 0 0 1 7946 17 23 7 0 0 0 0 3 209620 1 1e+05 2 109620 0 0 0 0 0 0 0 1 0 214156 0 0 "Coui"
"5021576" "Shom" 60 "Fmar" 27 "Pcad" 0 0 2 28 30522 0 0 0 0 1 49622 28 14 56 0 0 0 0 1 30522 0 0 1 30522 0 0 0 0 0 0 19 1 0 96681 0 0 "Coui"
"5049589" "Sfem" 37 "Fcel" 16 "Pemp" 0 0 1 12 167002 0 0 0 0 1 10365 12 13 17 44000 0 0 0 1 167002 1 167002 0 0 0 0 0 0 0 0 4 1 0 169438 0 0 "Coui"
"5058983" "Sfem" 55 "Fmar" 13 "Pint" 0 0 1 54 130041 0 0 0 0 1 37097 54 14 57 0 0 1 105281 2 130041 0 0 2 130041 0 0 0 0 0 0 21 2 0 241939 105281 0 "Coui"
"5075806" "Shom" 36 "Fcel" 6 "Pcad" 0 0 3 519 500 0 12802 12802 0 1 42263 168 13 67 3394 0 0 0 1 500 0 0 1 500 0 0 0 0 0 0 39 2 0 407687 0 12 "Coui"
"5078110" "Shom" 31 "Fuli" 5 "Pint" 0 0 0 0 0 0 60940 1792 59148 1 -24136 0 37 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 65 "Coui"
"5082842" "Shom" 41 "Fmar" 3 "Pcad" 0 0 0 10 0 0 0 0 0 1 10333 10 13 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 41200 0 0 "Coui"
"5084316" "Shom" 41 "Fcel" 3 "Pcad" 0 0 1 4 0 0 230000 0 0 1 7409 4 19 6 0 230000 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 13600 0 0 "Coui"
"5087370" "Shom" 37 "Fcel" 1 "Psan" 0 0 0 281 70000 0 0 0 0 1 173228 234 13 19 3394 0 0 0 2 70000 0 0 2 70000 0 0 0 0 0 0 7 1 0 1323736 524262 6 "Coui"
"5088208" "Shom" 62 "Fmar" 1 "Pret" 0 0 2 9 600 0 0 0 0 1 1980 9 13 10 0 0 0 0 2 600 0 0 2 600 0 0 0 0 0 0 3 1 0 20721 0 0 "Coui"
"5088873" "Shom" 62 "Fmar" 1 "Pret" 0 0 4 4 0 0 50000 0 50000 1 1785 4 14 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 39207 0 4 "Coui"
"143397" "Shom" 46 "Fmar" 864 "Pcad" 0 0 1 8 11266 0 0 0 0 1 7432 4 12 2 200730 0 0 0 2 11266 0 0 2 11266 0 0 0 0 0 0 0 3 0 18928 0 0 "Coui"
"159663" "Sfem" 41 "Fcel" 152 "Pcad" 0 0 1 45 150753 0 0 0 0 2 8489 25 12 27 0 0 0 0 3 150753 1 99831 2 50922 0 0 0 0 0 0 4 2 0 174645 0 4 "Coui"
"458833" "Shom" 53 "Fmar" 111 "Pint" 0 0 3 31 176633 0 0 0 0 1 9384 31 12 80 0 0 0 0 3 176633 0 0 3 176633 0 0 0 0 0 0 29 3 0 183551 0 0 "Coui"
"521801" "Shom" 56 "Fdiv" 47 "Psan" 0 -1 1 4 0 0 0 0 0 2 827 4 12 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1611 0 30 "Coui"
"547186" "Shom" 36 "Fcel" 216 "Pcad" 0 0 17 96 19497 6 624519 2810 147412 2 24601 86 12 130 246297 474297 1 39889 4 19497 3 12497 1 7000 0 0 0 0 0 0 11 1 0 121021 59126 19 "Coui"
"555715" "Shom" 27 "Fcel" 113 "Pemp" 0 0 0 31 9510 6 140924 97742 43182 2 51945 31 15 86 0 0 0 0 2 9510 1 8920 1 590 0 0 0 0 0 0 59 3 0 110773 3211 8 "Coui"
"647443" "Shom" 37 "Fmar" 70 "Pemp" 0 0 0 4 73018 26 283098 0 0 1 1901 1 33 2 0 283098 0 0 2 73018 2 73018 0 0 0 0 0 0 0 0 0 1 0 75631 2247 1 "Coui"
"1043580" "Shom" 47 "Fmar" 288 "Pcad" 0 0 5 48 64532 0 15447 15447 0 2 8358 49 12 74 0 0 0 0 1 64532 0 0 1 64532 0 0 0 0 0 0 16 2 0 67149 0 0 "Coui"
"1045144" "Sfem" 54 "Fmar" 230 "Pint" 0 0 0 0 4088 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4088 1 4088 0 0 0 0 0 0 0 0 NA 0 0 4088 0 0 "Coui"
"1161004" "Shom" 42 "Fmar" 203 "Pemp" 0 0 8 40 36461 10 215668 29604 104330 2 926 39 12 112 0 81734 0 0 4 36461 2 36193 2 268 0 0 0 0 0 0 52 4 0 37843 400 73 "Coui"
"1245284" "Shom" 52 "Fmar" 246 "Pint" 0 0 4 15 71184 35 463014 0 0 3 3486 15 12 38 0 463014 0 0 3 71184 2 71084 1 100 0 0 0 0 0 0 7 2 0 116463 31066 0 "Coui"
"1254973" "Shom" 47 "Fmar" 152 "Pint" 0 0 1 34 73851 56 492189 22642 11365 1 -10962 34 12 56 0 458182 1 29422 3 73851 2 73574 1 277 0 0 0 0 0 0 17 2 0 103273 29422 83 "Coui"
"1257767" "Shom" 26 "Fcel" 240 "Psan" 0 0 3 6 176275 0 0 0 0 1 51104 6 12 30 0 0 1 383524 2 176275 1 146392 1 29883 0 0 0 0 0 0 22 1 0 829836 611671 0 "Coui"
"1483275" "Shom" 29 "Finc" 51 "Part" 0 0 6 377 23186 7 1107634 16828 198550 2 10228 377 12 54 0 892256 1 596903 6 23186 2 11928 4 11258 0 0 0 0 0 0 27 1 0 637702 613533 52 "Coui"
"1540931" "Shom" 47 "Fmar" 286 "Pint" 0 0 0 61 116617 4 84294 2756 81538 1 21526 54 12 40 0 0 1 207025 2 116617 1 45889 1 70728 0 0 0 0 0 0 8 2 0 427112 310495 5 "Coui"
"1641038" "Shom" 57 "Fmar" 291 "Pcad" 0 0 1 141 470455 13 127938 0 127938 1 70459 82 15 12 0 0 1 41702 1 470455 0 0 0 0 1 470455 0 0 0 0 0 1 0 588246 42202 0 "Coui"
"1647347" "Shom" 37 "Fmar" 142 "Pcad" 0 0 10 1721 82745 0 515015 76092 0 1 2959 948 12 56 116970 438923 2 122076 3 82745 1 31895 2 50850 0 0 0 0 0 0 0 1 0 1225600 122781 52 "Coui"
"1741865" "Shom" 47 "Fmar" 275 "Pcad" 0 0 0 2 43749 0 0 0 0 1 13839 2 18 3 0 0 0 0 1 43749 1 43749 0 0 0 0 0 0 0 0 NA 0 0 55270 0 0 "Coui"
"1962969" "Shom" 49 "Fmar" 146 "Pcad" 0 0 3 258 11017 0 780 780 0 2 6955 257 12 68 376828 0 0 0 1 11017 1 11017 0 0 0 0 0 0 0 0 41 3 1 626561 0 49 "Coui"
"2247694" "Shom" 49 "Fdiv" 289 "Pcad" 0 0 0 3 0 0 0 0 0 1 9367 3 12 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 196076 0 16 "Coui"
"2347218" "Shom" 32 "Fcel" 72 "Pcad" 0 0 2 40 181131 0 0 0 0 1 67785 33 12 58 133100 0 1 23148 3 181131 1 84397 2 96734 0 0 0 0 0 0 32 2 0 248870 23148 0 "Coui"
"2447457" "Shom" 47 "Fmar" 171 "Pemp" 0 0 2 32 103952 26 661835 0 661835 1 72415 31 19 12 0 0 1 109477 2 103952 2 103952 0 0 0 0 0 0 0 0 NA 0 0 262944 109477 0 "Coui"
"2564296" "Shom" 31 "Fcel" 38 "Pint" 0 0 2 28 61036 0 0 0 0 1 11325 28 12 34 0 0 0 0 1 61036 1 61036 0 0 0 0 0 0 0 0 22 2 0 75248 0 0 "Coui"
"2648551" "Shom" 41 "Fcel" 64 "Pemp" 0 0 0 25 0 0 781861 16916 113098 2 8472 25 12 26 0 651847 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 23 "Coui"
"2742353" "Sfem" 39 "Fmar" 196 "Pemp" 0 0 0 0 5428 0 0 0 0 0 0 0 0 0 0 0 0 0 1 5428 1 5428 0 0 0 0 0 0 0 0 NA 0 0 234762 227218 0 "Coui"
"2840560" "Shom" 53 "Fmar" 292 "Pcad" 0 0 1 29 187117 13 129062 0 8350 2 60293 30 12 56 0 120712 2 114586 2 187117 1 157194 1 29923 0 0 0 0 0 0 29 2 0 471222 206517 0 "Coui"
"3444169" "Shom" 47 "Fcel" 137 "Pint" 0 0 2 22 176 0 97423 47423 50000 1 -35443 22 12 108 564236 0 1 104343 1 176 0 0 1 176 0 0 0 0 0 0 56 2 0 104519 104343 87 "Coui"
"4210035" "Shom" 27 "Fcel" 142 "Psan" 0 0 1 20 48854 0 0 0 0 1 22868 20 12 25 39000 0 0 0 2 48854 1 48454 1 400 0 0 0 0 0 0 10 3 0 119566 58338 0 "Coui"
"5005557" "Shom" 46 "Fmar" 34 "Pcad" 0 0 2 52 186878 6 563254 0 0 3 25340 52 12 65 0 563254 0 0 2 186878 2 186878 0 0 0 0 0 0 0 0 23 3 0 211459 0 0 "Coui"
"5014909" "Shom" 44 "Fcel" 31 "Pcad" 0 0 6 160 341572 19 3472938 0 0 1 53943 85 12 44 115736 3472938 1 1122774 1 341572 0 0 1 341572 0 0 0 0 0 0 10 1 0 1464537 1122774 0 "Coui"
"5032509" "Shom" 31 "Fuli" 24 "Pcad" 0 0 0 9 0 11 95889 0 95889 2 -511 9 12 31 880660 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 3244 0 64 "Coui"
"5045122" "Shom" 30 "Fmar" 19 "Pcad" 0 0 3 34 0 0 0 0 0 1 25738 34 12 40 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 1 0 10276 0 19 "Coui"
"5051051" "Shom" 34 "Fcel" 17 "Pcad" 0 0 0 25 168960 0 0 0 0 1 32032 25 12 40 0 0 1 49941 3 168960 2 138960 1 30000 0 0 0 0 0 0 13 2 0 248877 49941 0 "Coui"
"5084860" "Shom" 51 "Fcel" 4 "Pcad" 0 0 2 94 56581 0 0 0 0 1 22750 55 12 15 0 0 0 0 2 56581 1 39999 1 16582 0 0 0 0 0 0 0 1 0 73806 0 1 "Coui"
"5089717" "Shom" 34 "Fmar" 2 "Pcad" 0 0 2 0 0 0 1173 1173 0 1 456 0 12 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 1 0 0 0 1 "Coui"
"5091633" "Shom" 38 "Fuli" 1 "Pcad" 0 0 0 0 0 0 140000 0 140000 1 69750 0 15 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 139500 0 0 "Coui"
"5092820" "Shom" 30 "Fcel" 1 "Pcad" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 "Coui"
"7505023" "Shom" 47 "Fmar" 29 "Part" 0 0 0 17 377079 0 0 0 0 1 0 0 0 0 0 0 1 635968 1 377079 0 0 1 377079 0 0 0 0 0 0 0 1 0 1013047 635968 0 "Coui"
"7505177" "Shom" 63 "Fveu" 1 "Pcad" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 84000 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 "Coui"
"7505572" "Shom" 46 "Fmar" 165 "Psan" 0 0 0 53 97764 30 1112089 6148 131713 1 11281 53 12 64 110400 974228 0 0 3 97764 0 0 3 97764 0 0 0 0 0 0 27 2 0 97764 0 1 "Coui"
"7508831" "Shom" 31 "Fmar" 31 "Pcad" 0 0 2 108 202000 1 95703 0 95703 2 15665 41 12 43 176044 0 0 0 2 202000 1 202000 0 0 1 0 0 0 0 0 16 3 0 213500 0 0 "Coui"
"157788" "Shom" 32 "Fcel" 167 "Pemp" 0 0 0 13 47710 5 2557 2557 0 2 3704 13 14 28 104000 0 0 0 4 47710 2 11591 2 36119 0 0 0 0 0 0 11 2 0 65855 200 4 "Coui"
"257511" "Shom" 48 "Fmar" 75 "Part" 0 0 0 36 0 37 950126 0 101846 1 11507 36 15 52 0 848280 0 0 1 0 1 0 0 0 0 0 0 0 0 0 31 1 0 16389 0 0 "Coui"
"583878" "Sfem" 54 "Fmar" 252 "Pint" 0 0 3 27 259665 0 0 0 0 1 7576 27 14 58 52200 0 1 28352 4 259665 2 156216 1 26100 1 77349 0 0 0 0 0 2 1 306334 28352 2 "Coui"
"745828" "Sfem" 49 "Fdiv" 179 "Pint" 0 0 2 35 2207 18 629478 0 0 1 16606 35 14 41 161900 629478 0 0 2 2207 2 2207 0 0 0 0 0 0 0 0 16 2 0 12127 4265 1 "Coui"
"749437" "Shom" 26 "Fcel" 97 "Pemp" 0 0 3 57 11080 4 36408 0 36408 1 39691 57 14 43 0 0 0 0 6 11080 4 10500 2 580 0 0 0 0 0 0 12 1 0 101328 0 0 "Coui"
"803789" "Shom" 55 "Fmar" 862 "Pemp" 0 0 1 45 0 0 0 0 0 1 32731 45 14 36 114900 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 2 0 25762 200 0 "Coui"
"807114" "Shom" 51 "Fmar" 130 "Pint" 0 0 0 64 29817 3 52038 0 52038 1 12622 64 14 77 0 0 0 0 2 29817 1 0 1 29817 0 0 0 0 0 0 37 2 0 47473 0 0 "Coui"
"850565" "Shom" 31 "Fcel" 90 "Part" 0 0 9 80 1800 4 118766 1645 117121 1 -8682 5 15 28 0 0 1 1217 1 1800 1 1800 0 0 0 0 0 0 0 0 17 2 0 8328 1217 87 "Coui"
"858475" "Shom" 37 "Fmar" 77 "Pemp" 0 0 1 10 67510 0 0 0 0 1 9159 10 15 8 0 0 1 32815 2 67510 1 67337 1 173 0 0 0 0 0 0 2 3 1 115753 32815 11 "Coui"
"1053527" "Shom" 51 "Fmar" 234 "Pcad" 0 0 2 50 0 8 254286 0 254286 1 34489 50 15 49 126872 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 2 0 45815 2750 0 "Coui"
"1070200" "Shom" 46 "Fmar" 304 "Pemp" 0 0 3 62 45894 1 36110 414 35696 3 4915 62 14 76 0 0 1 38667 2 45894 1 42894 1 3000 0 0 0 0 0 0 30 2 0 95364 39667 39 "Coui"
"1125063" "Shom" 54 "Fcel" 327 "Pcad" 0 0 3 78 202329 0 0 0 0 1 27652 78 14 36 59312 0 0 0 3 202329 1 2242 2 200087 0 0 0 0 0 0 0 1 0 218058 0 0 "Coui"
"1642000" "Shom" 49 "Fmar" 853 "Pemp" 0 0 0 25 243984 0 0 0 0 2 18121 25 15 48 0 0 0 0 3 243984 1 101152 2 142832 0 0 0 0 0 0 17 1 0 252816 0 39 "Coui"
"1750188" "Shom" 36 "Fdiv" 45 "Part" 0 0 1 27 30071 15 171529 24802 146727 1 -10979 27 14 28 367636 0 0 0 2 30071 1 17964 1 12107 0 0 0 0 0 0 4 2 0 30271 200 78 "Coui"
"1842764" "Shom" 36 "Fcel" 126 "Pcad" 0 0 20 613 66000 0 20000 20000 0 2 10560 565 14 111 0 0 0 0 4 66000 3 66000 1 0 0 0 0 0 0 0 3 1 0 206586 1000 83 "Coui"
"1944299" "Shom" 44 "Fcel" 224 "Pcad" 0 0 2 31 10982 0 0 0 0 1 7175 31 14 53 219350 0 0 0 2 10982 0 0 2 10982 0 0 0 0 0 0 25 2 0 188450 169800 0 "Coui"
"1945121" "Shom" 44 "Fmar" 207 "Pemp" 0 0 0 29 100251 14 45693 0 45693 1 5936 29 14 76 0 0 0 0 2 100251 1 97672 1 2579 0 0 0 0 0 0 42 2 0 111125 500 12 "Coui"
"1946557" "Shom" 37 "Fcel" 179 "Pcad" 0 0 2 28 3415 30 908888 22099 91324 2 -6338 27 14 66 201643 795465 0 0 3 3415 1 2202 2 1213 0 0 0 0 0 0 11 2 0 3541 0 92 "Coui"
"1947022" "Shom" 51 "Fmar" 168 "Pcad" 0 0 5 40 57807 0 21322 21322 0 2 13321 40 14 91 0 0 0 0 3 57807 1 2189 2 55618 0 0 0 0 0 0 16 2 0 68456 0 18 "Coui"
"2243145" "Shom" 44 "Fmar" 3 "Pcad" 0 0 1 3 0 0 0 0 0 1 1207 3 15 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 1 0 6924 0 19 "Coui"
"2550053" "Shom" 58 "Fmar" 857 "Pouv" 0 0 0 23 33318 0 0 0 0 1 12605 23 14 39 0 0 0 0 1 33318 0 0 0 0 1 33318 0 0 0 0 20 2 0 87922 51959 0 "Coui"
"5000827" "Sfem" 35 "Fcel" 37 "Pemp" 0 0 4 22 700 13 241678 19203 16467 1 -2421 22 14 53 0 206008 0 0 1 700 0 0 1 700 0 0 0 0 0 0 26 2 0 1891 0 57 "Coui"
"5013094" "Shom" 33 "Fmar" 32 "Pcad" 0 0 7 53 92059 13 242134 0 0 2 8543 36 14 127 0 242134 0 0 1 92059 1 92059 0 0 0 0 0 0 0 0 49 3 0 102433 0 2 "Coui"
"5034491" "Shom" 42 "Fmar" 24 "Pcad" 0 0 4 31 8000 0 0 0 0 1 8895 31 14 36 0 0 0 0 1 8000 1 8000 0 0 0 0 0 0 0 0 18 1 0 12103 0 7 "Coui"
"5060351" "Shom" 45 "Fmar" 14 "Pcad" 0 0 2 3 0 45 500780 500780 0 2 356 3 22 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1226 0 19 "Coui"
"5083212" "Shom" 42 "Fcel" 5 "Pcad" 0 0 2 7 0 0 0 0 0 1 7981 7 22 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 11734 0 0 "Coui"
"5084075" "Sfem" 57 "Fmar" 5 "Pemp" 0 0 5 21 0 0 0 0 0 1 9533 21 14 27 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 2 0 16042 0 6 "Coui"
"5086142" "Shom" 36 "Fmar" 4 "Pcad" 0 0 3 33 0 0 11453 11453 0 1 12784 33 14 56 1530 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 24 2 0 0 0 7 "Coui"
"5094799" "Shom" 45 "Fdiv" 1 "Pcad" 0 0 0 0 0 0 0 0 0 2 0 0 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 11200 0 0 "Coui"
"5094828" "Shom" 40 "Fmar" 1 "Pcad" 0 0 1 2 0 0 280 280 0 1 3266 2 14 2 80100 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 "Coui"
"148480" "Shom" 47 "Fmar" 246 "Pcad" 0 0 0 63 27251 7 675145 9297 0 1 7247 56 16 94 158401 665848 1 69568 3 27251 2 26743 1 508 0 0 0 0 0 0 42 2 0 279138 251887 11 "Coui"
"177995" "Shom" 62 "Finc" 153 "Pret" 0 0 8 165 174040 19 189385 0 189385 1 16785 30 16 12 0 0 0 0 3 174040 1 72035 2 102005 0 0 0 0 0 0 1 2 0 201812 0 5 "Coui"
"858291" "Shom" 40 "Fmar" 134 "Pcad" 0 0 0 132 8232 14 262000 10466 251534 2 -1088 132 16 145 0 0 2 78681 3 8232 2 8030 1 202 0 0 0 0 0 0 63 2 0 109890 101255 89 "Coui"
"982217" "Shom" 36 "Fcel" 61 "Pemp" 0 0 8 26 127235 7 67939 19203 48736 1 12733 26 16 33 0 0 0 0 2 127235 2 127235 0 0 0 0 0 0 0 0 7 2 0 141517 6705 0 "Coui"
"1042702" "Shom" 42 "Fmar" 214 "Pcad" 0 0 1 29 2691 8 130036 13344 116692 1 -4680 29 20 16 0 0 0 0 2 2691 1 2167 1 524 0 0 0 0 0 0 1 1 0 3191 500 49 "Coui"
"1051119" "Shom" 49 "Fmar" 274 "Part" 0 0 2 216 0 7 1643823 58689 396639 1 21477 216 16 34 929264 1188495 0 0 2 0 0 0 2 0 0 0 0 0 0 0 0 2 0 132 0 59 "Coui"
"1052382" "Shom" 47 "Fmar" 235 "Pemp" 0 0 0 33 23479 1 30002 0 0 1 9886 33 16 71 87572 30002 0 0 2 23479 1 23342 1 137 0 0 0 0 0 0 38 2 0 25944 200 3 "Coui"
"1452291" "Shom" 39 "Fmar" 110 "Pint" 0 0 0 24 14012 0 0 0 0 1 7242 24 16 21 0 0 0 0 1 14012 0 0 1 14012 0 0 0 0 0 0 12 1 0 14327 0 7 "Coui"
"1480522" "Shom" 52 "Fdiv" 84 "Pcad" 0 0 0 26 0 0 60000 0 60000 1 19703 26 21 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 48976 0 7 "Coui"
"1564861" "Shom" 41 "Fmar" 54 "Pint" 0 0 10 113 625795 7 200851 35367 165484 3 9161 113 16 88 0 0 0 0 3 625795 1 377634 1 20621 1 227540 0 0 0 0 2 2 0 667929 12821 40 "Coui"
"2247929" "Shom" 31 "Fcel" 105 "Pint" 0 0 2 43 464157 0 0 0 0 2 18656 41 16 80 116288 0 0 0 3 464157 2 463084 1 1073 0 0 0 0 0 0 41 4 0 485105 0 22 "Coui"
"2446817" "Shom" 35 "Fcel" 147 "Pcad" 0 0 1 20 17200 28 151455 0 52763 1 56017 20 16 18 199803 98692 1 6476 4 17200 2 17000 2 200 0 0 0 0 0 0 3 2 0 56743 6476 0 "Coui"
"3250762" "Shom" 46 "Fmar" 233 "Pemp" 0 0 0 33 53314 18 29827 16882 12945 1 8423 33 16 74 0 0 0 0 2 53314 1 52806 1 508 0 0 0 0 0 0 38 1 0 69868 16554 10 "Coui"
"3255973" "Shom" 45 "Fmar" 128 "Pint" 0 0 0 43 55232 0 10321 10321 0 2 5332 43 16 39 0 0 0 0 2 55232 0 0 2 55232 0 0 0 0 0 0 19 2 0 55232 0 4 "Coui"
"3341730" "Shom" 52 "Fmar" 268 "Pint" 0 0 1 35 112775 11 140683 1422 0 1 1296 35 20 67 0 139261 0 0 3 112775 2 112325 1 450 0 0 0 0 0 0 44 3 1 112775 0 55 "Coui"
"5003271" "Shom" 35 "Fcel" 37 "Psan" 0 0 0 33 19000 10 99442 41861 57581 1 4078 33 16 68 0 0 0 0 2 19000 2 19000 0 0 0 0 0 0 0 0 36 2 0 20631 0 29 "Coui"
"5006746" "Shom" 50 "Fdiv" 36 "Pcad" 0 0 5 36 3100 4 34087 34087 0 2 446 36 16 86 0 0 0 0 1 3100 0 0 1 3100 0 0 0 0 0 0 37 3 0 3100 0 94 "Coui"
"5019759" "Shom" 39 "Fmar" 31 "Pcad" 0 0 16 86 504 1 16407 16407 0 2 6957 86 16 95 193510 0 0 0 1 504 0 0 1 504 0 0 0 0 0 0 21 4 0 4596 0 31 "Coui"
"5031689" "Shom" 29 "Fmar" 61 "Pemp" 0 0 4 42 77304 4 28095 0 28095 1 10852 42 16 74 215174 0 0 0 3 77304 1 66500 2 10804 0 0 0 0 0 0 16 1 0 97900 0 7 "Coui"
"113333" "Sfem" 56 "Fmar" 786 "Pemp" 0 0 0 85 258384 38 214874 4661 23026 4 17683 9 13 32 68490 187187 1 54536 3 258384 2 227337 1 31047 0 0 0 0 0 0 16 1 0 347262 54536 2 "Cnon"
"119778" "Sfem" 60 "Fmar" 845 "Pemp" 0 0 0 6 667 0 0 0 0 1 3144 6 13 29 0 0 0 0 1 667 0 0 1 667 0 0 0 0 0 0 NA 0 0 7028 0 14 "Cnon"
